ItemNo|ItemDescription|Quantity|Price
0000021576|Item 0000021576|429|188.25
0000034660|Item 0000034660|165|686.20
0000022738|Item 0000022738|942|238.11
0000016131|Item 0000016131|628|730.78
0000040266|Item 0000040266|563|909.40
0000018200|Item 0000018200|385|156.45
0000016535|Item 0000016535|769|407.27
0000036466|Item 0000036466|853|828.09
0000000410|Item 0000000410|961|52.23
0000046525|Item 0000046525|783|317.66
0000023201|Item 0000023201|91|81.97
0000004657|Item 0000004657|397|56.96
0000019999|Item 0000019999|78|46.00
0000027288|Item 0000027288|511|240.06
0000039539|Item 0000039539|87|938.48
0000044208|Item 0000044208|214|74.27
0000040493|Item 0000040493|629|908.68
0000035573|Item 0000035573|307|861.41
0000010649|Item 0000010649|682|442.20
0000001063|Item 0000001063|106|250.15
0000025453|Item 0000025453|985|658.84
0000003825|Item 0000003825|843|991.12
0000016362|Item 0000016362|218|749.97
0000012791|Item 0000012791|80|212.19
0000041373|Item 0000041373|981|458.52
0000008461|Item 0000008461|364|985.10
0000021304|Item 0000021304|870|757.22
0000028124|Item 0000028124|544|694.98
0000035616|Item 0000035616|280|232.76
0000011317|Item 0000011317|193|779.58
0000015757|Item 0000015757|546|882.41
0000012584|Item 0000012584|712|169.55
0000000905|Item 0000000905|965|984.13
0000014802|Item 0000014802|174|665.17
0000001119|Item 0000001119|32|676.39
0000006421|Item 0000006421|628|877.10
0000035721|Item 0000035721|994|888.16
0000017472|Item 0000017472|744|535.35
0000027554|Item 0000027554|299|262.84
0000000163|Item 0000000163|532|429.45
0000007514|Item 0000007514|156|826.73
0000048639|Item 0000048639|58|327.85
0000014819|Item 0000014819|880|980.84
0000019961|Item 0000019961|761|74.42
0000025467|Item 0000025467|302|684.31
0000041244|Item 0000041244|873|436.46
0000046883|Item 0000046883|617|983.53
0000024040|Item 0000024040|205|161.34
0000045949|Item 0000045949|718|595.32
0000047247|Item 0000047247|54|460.88
0000045237|Item 0000045237|234|325.90
0000023974|Item 0000023974|635|836.99
0000003221|Item 0000003221|829|842.89
0000016501|Item 0000016501|204|425.58
0000016923|Item 0000016923|43|614.75
0000023110|Item 0000023110|479|149.73
0000005760|Item 0000005760|555|956.66
0000026037|Item 0000026037|143|559.10
0000026305|Item 0000026305|202|644.02
0000034823|Item 0000034823|929|934.31
0000017925|Item 0000017925|295|199.61
0000021149|Item 0000021149|552|289.02
0000011980|Item 0000011980|434|216.37
0000003674|Item 0000003674|168|104.22
0000002789|Item 0000002789|445|291.33
0000000981|Item 0000000981|890|703.95
0000010174|Item 0000010174|975|157.70
0000010295|Item 0000010295|71|433.91
0000004649|Item 0000004649|640|982.66
0000049467|Item 0000049467|103|795.47
0000002253|Item 0000002253|772|146.02
0000009104|Item 0000009104|600|727.29
0000001919|Item 0000001919|81|724.78
0000012835|Item 0000012835|325|308.70
0000014861|Item 0000014861|63|875.80
0000029319|Item 0000029319|784|200.22
0000032521|Item 0000032521|739|354.34
0000015121|Item 0000015121|675|890.43
0000037672|Item 0000037672|366|366.09
0000017527|Item 0000017527|508|336.24
0000043065|Item 0000043065|982|638.40
0000025340|Item 0000025340|899|618.14
0000046177|Item 0000046177|165|286.66
0000005596|Item 0000005596|456|180.94
0000047185|Item 0000047185|210|409.95
0000044638|Item 0000044638|632|533.80
0000031860|Item 0000031860|921|899.27
0000046832|Item 0000046832|311|476.50
0000045060|Item 0000045060|288|528.92
0000025527|Item 0000025527|467|418.79
0000043962|Item 0000043962|975|697.36
0000010435|Item 0000010435|138|427.90
0000028233|Item 0000028233|122|73.83
0000006876|Item 0000006876|429|762.21
0000020153|Item 0000020153|236|525.72
0000047274|Item 0000047274|949|37.66
0000026178|Item 0000026178|110|978.31
0000004010|Item 0000004010|223|660.58
0000046318|Item 0000046318|972|636.58
0000023789|Item 0000023789|581|384.93
0000005473|Item 0000005473|417|568.86
0000016826|Item 0000016826|451|251.52
0000028932|Item 0000028932|610|645.83
0000041081|Item 0000041081|679|78.78
0000002462|Item 0000002462|758|61.25
0000017704|Item 0000017704|865|653.88
0000022450|Item 0000022450|355|511.56
0000025558|Item 0000025558|795|709.68
0000000312|Item 0000000312|942|844.15
0000004950|Item 0000004950|499|90.97
0000038164|Item 0000038164|729|402.08
0000026751|Item 0000026751|879|145.85
0000046262|Item 0000046262|453|76.18
0000009567|Item 0000009567|160|129.34
0000012083|Item 0000012083|227|397.02
0000025134|Item 0000025134|514|118.77
0000048707|Item 0000048707|471|442.94
0000000179|Item 0000000179|869|986.66
0000013865|Item 0000013865|289|359.70
0000042575|Item 0000042575|735|952.95
0000021802|Item 0000021802|355|328.20
0000040592|Item 0000040592|47|51.79
0000046518|Item 0000046518|338|995.79
0000038520|Item 0000038520|449|232.67
0000020274|Item 0000020274|512|811.09
0000021941|Item 0000021941|340|49.16
0000011963|Item 0000011963|708|105.73
0000046174|Item 0000046174|397|531.68
0000030694|Item 0000030694|388|628.64
0000034915|Item 0000034915|875|629.40
0000045417|Item 0000045417|505|87.89
0000031235|Item 0000031235|657|211.20
0000012219|Item 0000012219|865|454.09
0000013393|Item 0000013393|137|648.39
0000005833|Item 0000005833|453|176.14
0000014264|Item 0000014264|725|803.52
0000039285|Item 0000039285|295|170.27
0000047321|Item 0000047321|481|379.59
0000049563|Item 0000049563|30|312.32
0000027829|Item 0000027829|666|258.82
0000033369|Item 0000033369|517|281.98
0000047265|Item 0000047265|83|514.66
0000030619|Item 0000030619|707|345.65
0000009713|Item 0000009713|542|174.40
0000001948|Item 0000001948|90|728.60
0000008918|Item 0000008918|225|228.70
0000036834|Item 0000036834|356|145.65
0000046443|Item 0000046443|834|214.10
0000040651|Item 0000040651|994|798.80
0000015856|Item 0000015856|97|384.22
0000022355|Item 0000022355|365|9.35
0000038442|Item 0000038442|542|194.41
0000008968|Item 0000008968|648|763.58
0000017280|Item 0000017280|573|351.90
0000015924|Item 0000015924|753|540.56
0000002507|Item 0000002507|187|446.07
0000025638|Item 0000025638|572|507.36
0000014396|Item 0000014396|327|261.04
0000038842|Item 0000038842|938|683.92
0000005642|Item 0000005642|719|198.49
0000038068|Item 0000038068|767|799.60
0000047504|Item 0000047504|391|619.25
0000005860|Item 0000005860|5|16.58
0000012541|Item 0000012541|580|810.48
0000031957|Item 0000031957|61|388.45
0000044328|Item 0000044328|304|830.22
0000000908|Item 0000000908|840|968.82
0000035108|Item 0000035108|930|153.46
0000003645|Item 0000003645|629|102.37
0000019266|Item 0000019266|1|64.48
0000047429|Item 0000047429|853|709.98
0000030615|Item 0000030615|762|387.81
0000014221|Item 0000014221|458|30.50
0000017374|Item 0000017374|841|800.39
0000007147|Item 0000007147|959|551.93
0000027135|Item 0000027135|147|210.53
0000000050|Item 0000000050|760|381.22
0000044029|Item 0000044029|813|563.49
0000023798|Item 0000023798|429|907.89
0000031182|Item 0000031182|528|608.64
0000017821|Item 0000017821|384|706.99
0000013946|Item 0000013946|546|563.94
0000035689|Item 0000035689|814|605.16
0000038425|Item 0000038425|536|881.42
0000009415|Item 0000009415|366|632.32
0000016968|Item 0000016968|293|246.26
0000004407|Item 0000004407|81|822.72
0000027791|Item 0000027791|441|131.71
0000032284|Item 0000032284|896|997.35
0000027989|Item 0000027989|799|306.83
0000020172|Item 0000020172|859|730.90
0000021948|Item 0000021948|139|213.64
0000027358|Item 0000027358|939|22.82
0000047336|Item 0000047336|433|858.95
0000040594|Item 0000040594|300|32.92
0000037527|Item 0000037527|873|631.27
0000045754|Item 0000045754|186|474.01
0000042652|Item 0000042652|993|871.93
0000021715|Item 0000021715|535|976.65
0000005450|Item 0000005450|326|248.35
0000037612|Item 0000037612|98|832.83
0000031551|Item 0000031551|671|95.45
0000047216|Item 0000047216|25|922.81
0000015801|Item 0000015801|791|511.33
0000001609|Item 0000001609|507|8.83
0000007746|Item 0000007746|379|822.96
0000001361|Item 0000001361|287|345.99
0000013072|Item 0000013072|553|916.78
0000022383|Item 0000022383|508|486.57
0000030395|Item 0000030395|845|954.68
0000041940|Item 0000041940|49|95.74
0000017860|Item 0000017860|84|337.06
0000038682|Item 0000038682|921|273.86
0000043254|Item 0000043254|132|279.58
0000012174|Item 0000012174|587|371.84
0000040466|Item 0000040466|937|261.75
0000016397|Item 0000016397|497|921.75
0000009241|Item 0000009241|146|147.13
0000011994|Item 0000011994|363|988.05
0000004311|Item 0000004311|639|447.01
0000034326|Item 0000034326|887|906.10
0000002922|Item 0000002922|529|643.62
0000025255|Item 0000025255|848|498.39
0000037088|Item 0000037088|423|980.50
0000049990|Item 0000049990|182|953.83
0000026225|Item 0000026225|568|918.75
0000000667|Item 0000000667|954|396.09
0000034673|Item 0000034673|341|302.65
0000023016|Item 0000023016|371|373.58
0000017378|Item 0000017378|786|405.92
0000006280|Item 0000006280|363|24.08
0000032659|Item 0000032659|603|954.08
0000031416|Item 0000031416|289|943.04
0000034876|Item 0000034876|172|76.88
0000009700|Item 0000009700|328|311.11
0000048038|Item 0000048038|714|330.42
0000016533|Item 0000016533|745|64.41
0000021592|Item 0000021592|481|109.26
0000007635|Item 0000007635|7|356.69
0000040353|Item 0000040353|725|419.01
0000006757|Item 0000006757|964|878.08
0000017553|Item 0000017553|127|759.01
0000009500|Item 0000009500|423|200.26
0000005299|Item 0000005299|519|46.15
0000010603|Item 0000010603|672|438.34
0000039191|Item 0000039191|561|715.28
0000034415|Item 0000034415|39|296.73
0000046580|Item 0000046580|359|725.75
0000001236|Item 0000001236|353|862.66
0000014454|Item 0000014454|99|598.53
0000011961|Item 0000011961|992|907.79
0000012299|Item 0000012299|832|771.44
0000005776|Item 0000005776|535|725.35
0000005409|Item 0000005409|304|453.62
0000035016|Item 0000035016|432|373.18
0000041668|Item 0000041668|926|975.63
0000009595|Item 0000009595|580|763.60
0000003147|Item 0000003147|107|18.68
0000003774|Item 0000003774|561|917.26
0000012022|Item 0000012022|351|823.52
0000039032|Item 0000039032|174|552.79
0000017534|Item 0000017534|373|215.66
0000011115|Item 0000011115|847|37.34
0000034259|Item 0000034259|465|44.22
0000038502|Item 0000038502|957|115.62
0000045138|Item 0000045138|895|526.29
0000048573|Item 0000048573|870|996.52
0000016798|Item 0000016798|358|425.46
0000046268|Item 0000046268|450|736.81
0000010285|Item 0000010285|479|828.58
0000016815|Item 0000016815|718|145.00
0000020017|Item 0000020017|877|358.82
0000000718|Item 0000000718|475|909.29
0000013645|Item 0000013645|146|865.52
0000003558|Item 0000003558|747|110.35
0000022612|Item 0000022612|756|515.44
0000004460|Item 0000004460|967|980.74
0000037197|Item 0000037197|337|300.21
0000002626|Item 0000002626|946|532.72
0000049733|Item 0000049733|18|428.59
0000036368|Item 0000036368|944|795.35
0000023362|Item 0000023362|504|910.05
0000032589|Item 0000032589|829|197.69
0000042988|Item 0000042988|924|191.67
0000038725|Item 0000038725|731|394.41
0000031209|Item 0000031209|208|60.53
0000002752|Item 0000002752|706|256.00
0000039807|Item 0000039807|342|191.75
0000037415|Item 0000037415|789|404.72
0000010586|Item 0000010586|891|714.55
0000017837|Item 0000017837|904|11.16
0000043366|Item 0000043366|966|576.05
0000027639|Item 0000027639|123|613.97
0000010674|Item 0000010674|530|423.92
0000007387|Item 0000007387|541|478.68
0000000806|Item 0000000806|919|220.32
0000042005|Item 0000042005|181|238.49
0000016281|Item 0000016281|380|83.91
0000035013|Item 0000035013|357|148.82
0000003088|Item 0000003088|801|630.71
0000034138|Item 0000034138|448|65.60
0000011001|Item 0000011001|643|17.06
0000046713|Item 0000046713|851|515.26
0000049721|Item 0000049721|232|829.29
0000017878|Item 0000017878|717|396.88
0000046587|Item 0000046587|641|410.45
0000012055|Item 0000012055|858|756.06
0000001855|Item 0000001855|353|755.40
0000045645|Item 0000045645|130|428.80
0000044471|Item 0000044471|921|380.18
0000025563|Item 0000025563|82|314.75
0000029434|Item 0000029434|732|706.65
0000038094|Item 0000038094|783|802.86
0000013706|Item 0000013706|129|402.33
0000046016|Item 0000046016|726|829.32
0000039916|Item 0000039916|106|390.58
0000028932|Item 0000028932|887|939.32
0000043549|Item 0000043549|815|487.22
0000027341|Item 0000027341|495|240.47
0000036155|Item 0000036155|433|470.07
0000015931|Item 0000015931|13|318.62
0000040328|Item 0000040328|329|989.34
0000000666|Item 0000000666|268|784.13
0000005494|Item 0000005494|950|375.93
0000029747|Item 0000029747|83|467.62
0000042063|Item 0000042063|731|963.10
0000003810|Item 0000003810|813|416.23
0000033139|Item 0000033139|590|423.35
0000034299|Item 0000034299|630|193.41
0000000549|Item 0000000549|136|98.43
0000009131|Item 0000009131|95|186.37
0000038099|Item 0000038099|838|393.09
0000005355|Item 0000005355|490|765.16
0000019294|Item 0000019294|792|159.45
0000018216|Item 0000018216|21|722.28
0000042220|Item 0000042220|956|248.28
0000035599|Item 0000035599|387|694.29
0000010715|Item 0000010715|348|169.51
0000023700|Item 0000023700|925|114.95
0000041361|Item 0000041361|974|285.96
0000010255|Item 0000010255|917|349.84
0000009492|Item 0000009492|687|799.44
0000039269|Item 0000039269|85|273.47
0000043215|Item 0000043215|877|643.05
0000014747|Item 0000014747|79|893.49
0000034937|Item 0000034937|12|242.62
0000023293|Item 0000023293|609|14.16
0000030498|Item 0000030498|310|465.07
0000049076|Item 0000049076|317|44.97
0000039182|Item 0000039182|87|535.03
0000039492|Item 0000039492|562|596.98
0000044214|Item 0000044214|927|663.61
0000025244|Item 0000025244|626|995.87
0000008796|Item 0000008796|231|127.87
0000013091|Item 0000013091|99|600.06
0000019350|Item 0000019350|948|25.35
0000044823|Item 0000044823|414|767.09
0000048983|Item 0000048983|15|885.11
0000010369|Item 0000010369|821|250.07
0000046295|Item 0000046295|644|445.07
0000002802|Item 0000002802|494|472.31
0000035266|Item 0000035266|685|448.43
0000042842|Item 0000042842|652|676.34
0000031040|Item 0000031040|629|985.35
0000004933|Item 0000004933|718|757.21
0000033928|Item 0000033928|879|566.03
0000022621|Item 0000022621|964|335.29
0000003560|Item 0000003560|5|378.54
0000000163|Item 0000000163|219|282.63
0000018982|Item 0000018982|598|74.66
0000011645|Item 0000011645|442|657.18
0000014674|Item 0000014674|823|750.39
0000024908|Item 0000024908|202|385.00
0000021343|Item 0000021343|395|31.68
0000028332|Item 0000028332|761|98.96
0000013853|Item 0000013853|56|39.67
0000037274|Item 0000037274|539|121.18
0000002614|Item 0000002614|180|410.59
0000035507|Item 0000035507|174|138.46
0000032156|Item 0000032156|56|869.14
0000039898|Item 0000039898|878|454.71
0000021076|Item 0000021076|550|382.53
0000005188|Item 0000005188|188|952.17
0000020468|Item 0000020468|395|603.01
0000033904|Item 0000033904|646|129.35
0000042460|Item 0000042460|523|426.09
0000011709|Item 0000011709|538|518.52
0000019005|Item 0000019005|492|796.08
0000027004|Item 0000027004|880|120.36
0000034069|Item 0000034069|122|477.57
0000039462|Item 0000039462|471|52.88
0000013028|Item 0000013028|71|867.72
0000023869|Item 0000023869|370|688.14
0000048641|Item 0000048641|326|718.17
0000028095|Item 0000028095|216|158.69
0000006590|Item 0000006590|450|383.97
0000013872|Item 0000013872|368|336.75
0000034781|Item 0000034781|331|527.45
0000023992|Item 0000023992|883|768.55
0000010067|Item 0000010067|327|424.09
0000005746|Item 0000005746|382|879.94
0000014251|Item 0000014251|302|823.69
0000022207|Item 0000022207|795|301.29
0000014454|Item 0000014454|880|659.03
0000026170|Item 0000026170|907|347.35
0000009489|Item 0000009489|41|105.08
0000016300|Item 0000016300|356|372.97
0000039986|Item 0000039986|529|95.67
0000011391|Item 0000011391|599|661.73
0000032181|Item 0000032181|84|212.21
0000015273|Item 0000015273|134|834.95
0000014836|Item 0000014836|181|922.90
0000009222|Item 0000009222|83|919.07
0000023927|Item 0000023927|810|145.36
0000036769|Item 0000036769|50|661.90
0000019334|Item 0000019334|128|617.41
0000032855|Item 0000032855|552|228.07
0000047529|Item 0000047529|691|945.07
0000045540|Item 0000045540|634|655.63
0000024357|Item 0000024357|261|456.55
0000002651|Item 0000002651|674|399.63
0000015523|Item 0000015523|33|644.72
0000044778|Item 0000044778|802|39.35
0000025834|Item 0000025834|403|443.51
0000014929|Item 0000014929|726|556.77
0000030261|Item 0000030261|720|264.90
0000048453|Item 0000048453|517|201.99
0000008703|Item 0000008703|104|329.25
0000033060|Item 0000033060|850|332.31
0000037961|Item 0000037961|66|530.96
0000049221|Item 0000049221|510|406.10
0000011992|Item 0000011992|20|226.53
0000021933|Item 0000021933|231|117.89
0000046862|Item 0000046862|5|360.70
0000009607|Item 0000009607|556|467.15
0000040270|Item 0000040270|788|822.52
0000036348|Item 0000036348|29|409.43
0000015488|Item 0000015488|655|48.14
0000019018|Item 0000019018|334|168.96
0000030639|Item 0000030639|10|872.27
0000028022|Item 0000028022|680|269.92
0000001342|Item 0000001342|297|703.58
0000008449|Item 0000008449|233|727.33
0000000695|Item 0000000695|689|743.09
0000017506|Item 0000017506|72|262.17
0000023938|Item 0000023938|369|497.33
0000046784|Item 0000046784|765|793.03
0000041725|Item 0000041725|498|340.78
0000023756|Item 0000023756|790|784.38
0000001436|Item 0000001436|397|538.36
0000004048|Item 0000004048|292|443.67
0000032608|Item 0000032608|90|662.89
0000022274|Item 0000022274|521|119.26
0000031315|Item 0000031315|498|814.24
0000004985|Item 0000004985|180|510.49
0000035746|Item 0000035746|444|974.54
0000004937|Item 0000004937|723|685.35
0000033550|Item 0000033550|533|200.71
0000047443|Item 0000047443|517|804.62
0000019609|Item 0000019609|968|216.55
0000016221|Item 0000016221|936|968.37
0000003186|Item 0000003186|55|47.85
0000010079|Item 0000010079|518|208.98
0000045126|Item 0000045126|854|837.72
0000040376|Item 0000040376|29|98.05
0000006248|Item 0000006248|723|9.30
0000002395|Item 0000002395|313|697.51
0000037718|Item 0000037718|709|755.72
0000048104|Item 0000048104|231|287.83
0000045427|Item 0000045427|814|654.96
0000035459|Item 0000035459|250|514.40
0000045841|Item 0000045841|323|150.07
0000023986|Item 0000023986|913|508.67
0000003561|Item 0000003561|623|376.00
0000012936|Item 0000012936|914|975.27
0000004205|Item 0000004205|728|121.27
0000028080|Item 0000028080|440|998.70
0000018080|Item 0000018080|6|545.40
0000048591|Item 0000048591|437|623.91
0000018191|Item 0000018191|54|357.56
0000013544|Item 0000013544|118|154.08
0000026395|Item 0000026395|893|619.97
0000028992|Item 0000028992|160|22.02
0000035523|Item 0000035523|412|412.69
0000043699|Item 0000043699|247|790.48
0000028505|Item 0000028505|291|420.90
0000028625|Item 0000028625|532|913.73
0000026288|Item 0000026288|244|66.36
0000017031|Item 0000017031|666|461.64
0000029055|Item 0000029055|593|374.10
0000017094|Item 0000017094|483|484.55
0000044624|Item 0000044624|610|952.25
0000031831|Item 0000031831|459|479.59
0000016679|Item 0000016679|527|609.70
0000042925|Item 0000042925|393|534.87
0000011631|Item 0000011631|554|535.45
0000044213|Item 0000044213|742|708.56
0000015123|Item 0000015123|597|242.26
0000023007|Item 0000023007|64|345.79
0000033869|Item 0000033869|607|824.49
0000040478|Item 0000040478|203|635.07
0000048608|Item 0000048608|82|987.91
0000012542|Item 0000012542|934|745.55
0000017566|Item 0000017566|989|248.43
0000027995|Item 0000027995|938|638.93
0000038688|Item 0000038688|397|569.01
0000015915|Item 0000015915|958|707.12
0000027918|Item 0000027918|48|468.43
0000002314|Item 0000002314|322|88.07
0000025689|Item 0000025689|782|71.89
0000001282|Item 0000001282|949|512.73
0000035019|Item 0000035019|436|506.60
0000045669|Item 0000045669|417|762.43
0000007172|Item 0000007172|703|528.29
0000043220|Item 0000043220|704|176.41
0000021160|Item 0000021160|63|398.73
0000002658|Item 0000002658|990|249.83
0000003291|Item 0000003291|140|674.35
0000039467|Item 0000039467|343|272.17
0000036643|Item 0000036643|616|114.58
0000032580|Item 0000032580|465|664.40
0000047652|Item 0000047652|379|433.55
0000044303|Item 0000044303|918|773.91
0000022420|Item 0000022420|277|624.70
0000032909|Item 0000032909|791|960.24
0000048255|Item 0000048255|576|431.57
0000036573|Item 0000036573|37|883.10
0000007013|Item 0000007013|543|50.54
0000046338|Item 0000046338|548|431.40
0000035894|Item 0000035894|928|890.50
0000046561|Item 0000046561|931|974.09
0000033488|Item 0000033488|820|128.20
0000038727|Item 0000038727|35|300.45
0000044687|Item 0000044687|766|706.86
0000043394|Item 0000043394|420|413.04
0000028342|Item 0000028342|510|665.08
0000047074|Item 0000047074|41|828.38
0000046203|Item 0000046203|255|45.19
0000027790|Item 0000027790|195|120.70
0000031427|Item 0000031427|899|220.53
0000039033|Item 0000039033|449|897.70
0000019767|Item 0000019767|88|122.74
0000032563|Item 0000032563|383|731.22
0000002356|Item 0000002356|468|650.16
0000048364|Item 0000048364|535|147.99
0000021180|Item 0000021180|660|817.66
0000024224|Item 0000024224|464|945.70
0000026329|Item 0000026329|896|479.73
0000028053|Item 0000028053|929|433.01
0000029697|Item 0000029697|63|809.90
0000045501|Item 0000045501|151|852.47
0000037538|Item 0000037538|313|952.02
0000024549|Item 0000024549|416|676.56
0000008139|Item 0000008139|152|448.27
0000022453|Item 0000022453|875|835.43
0000033418|Item 0000033418|249|709.22
0000041063|Item 0000041063|253|700.41
0000023092|Item 0000023092|636|400.82
0000015330|Item 0000015330|815|189.40
0000042408|Item 0000042408|605|165.01
0000036642|Item 0000036642|42|606.42
0000040034|Item 0000040034|966|440.93
0000046604|Item 0000046604|476|98.84
0000004677|Item 0000004677|855|844.22
0000014106|Item 0000014106|746|710.67
0000035743|Item 0000035743|988|693.84
0000028580|Item 0000028580|515|655.21
0000038530|Item 0000038530|655|789.74
0000029229|Item 0000029229|19|258.02
0000008193|Item 0000008193|351|182.42
0000008205|Item 0000008205|639|564.47
0000024493|Item 0000024493|419|467.54
0000013529|Item 0000013529|540|283.11
0000046851|Item 0000046851|852|538.18
0000013682|Item 0000013682|539|462.15
0000040211|Item 0000040211|734|796.13
0000037657|Item 0000037657|637|190.16
0000018511|Item 0000018511|143|78.66
0000030407|Item 0000030407|745|373.97
0000038965|Item 0000038965|2|452.00
0000028616|Item 0000028616|269|561.09
0000014461|Item 0000014461|193|265.92
0000040219|Item 0000040219|57|258.33
0000049313|Item 0000049313|874|228.80
0000010716|Item 0000010716|700|344.47
0000048587|Item 0000048587|172|312.67
0000011725|Item 0000011725|335|733.91
0000047103|Item 0000047103|725|870.48
0000049025|Item 0000049025|132|971.69
0000048390|Item 0000048390|728|703.48
0000031399|Item 0000031399|841|443.43
0000024322|Item 0000024322|636|741.12
0000003431|Item 0000003431|849|49.66
0000012778|Item 0000012778|755|965.05
0000030451|Item 0000030451|387|813.65
0000046430|Item 0000046430|522|31.51
0000046450|Item 0000046450|860|595.74
0000035696|Item 0000035696|533|80.43
0000049100|Item 0000049100|193|188.54
0000008816|Item 0000008816|843|676.55
0000026410|Item 0000026410|864|408.56
0000033668|Item 0000033668|144|742.07
0000043854|Item 0000043854|161|304.32
0000004147|Item 0000004147|165|653.97
0000047032|Item 0000047032|642|987.82
0000005203|Item 0000005203|852|741.19
0000008575|Item 0000008575|88|289.26
0000005827|Item 0000005827|493|479.66
0000027719|Item 0000027719|575|548.83
0000035532|Item 0000035532|805|57.59
0000025490|Item 0000025490|241|556.73
0000009266|Item 0000009266|609|293.01
0000006721|Item 0000006721|103|916.55
0000040881|Item 0000040881|998|247.55
0000030091|Item 0000030091|113|359.50
0000003480|Item 0000003480|687|237.55
0000033458|Item 0000033458|803|501.54
0000020625|Item 0000020625|540|774.96
0000002337|Item 0000002337|52|366.67
0000016577|Item 0000016577|887|564.38
0000015090|Item 0000015090|650|70.86
0000018397|Item 0000018397|477|848.65
0000047033|Item 0000047033|108|237.01
0000044396|Item 0000044396|752|698.00
0000040391|Item 0000040391|133|609.01
0000003862|Item 0000003862|38|852.21
0000013474|Item 0000013474|789|422.14
0000025674|Item 0000025674|357|56.82
0000034239|Item 0000034239|232|854.68
0000046711|Item 0000046711|684|426.07
0000011141|Item 0000011141|340|532.14
0000037860|Item 0000037860|830|174.48
0000007748|Item 0000007748|216|578.50
0000004926|Item 0000004926|304|372.12
0000007500|Item 0000007500|283|822.46
0000024061|Item 0000024061|305|774.30
0000040309|Item 0000040309|355|785.35
0000022487|Item 0000022487|289|869.33
0000013251|Item 0000013251|976|581.47
0000034057|Item 0000034057|872|20.71
0000033209|Item 0000033209|660|240.19
0000032114|Item 0000032114|219|990.00
0000036888|Item 0000036888|523|359.65
0000015247|Item 0000015247|23|781.96
0000031912|Item 0000031912|570|560.48
0000027964|Item 0000027964|886|704.21
0000011368|Item 0000011368|288|262.00
0000034507|Item 0000034507|904|794.02
0000015812|Item 0000015812|534|599.06
0000043548|Item 0000043548|678|214.22
0000014527|Item 0000014527|944|910.40
0000007423|Item 0000007423|728|801.15
0000039872|Item 0000039872|634|86.29
0000014540|Item 0000014540|953|550.11
0000003561|Item 0000003561|531|971.57
0000027498|Item 0000027498|448|904.38
0000003956|Item 0000003956|745|443.73
0000012407|Item 0000012407|894|95.93
0000021353|Item 0000021353|427|823.95
0000036549|Item 0000036549|225|950.28
0000015803|Item 0000015803|169|885.38
0000012790|Item 0000012790|52|639.44
0000017542|Item 0000017542|124|476.22
0000023309|Item 0000023309|863|333.34
0000002263|Item 0000002263|496|519.62
0000008205|Item 0000008205|13|287.35
0000038982|Item 0000038982|364|204.55
0000043070|Item 0000043070|121|161.27
0000042993|Item 0000042993|375|412.20
0000045617|Item 0000045617|338|769.89
0000030686|Item 0000030686|216|746.22
0000031359|Item 0000031359|653|178.15
0000026857|Item 0000026857|704|354.18
0000025376|Item 0000025376|31|28.45
0000042904|Item 0000042904|179|186.07
0000025825|Item 0000025825|838|749.94
0000037220|Item 0000037220|977|297.47
0000016313|Item 0000016313|938|411.11
0000043403|Item 0000043403|264|668.40
0000049316|Item 0000049316|98|451.82
0000024684|Item 0000024684|406|837.22
0000005953|Item 0000005953|918|810.32
0000049177|Item 0000049177|12|642.56
0000001786|Item 0000001786|117|130.01
0000010152|Item 0000010152|901|726.04
0000011067|Item 0000011067|571|383.74
0000008810|Item 0000008810|638|249.09
0000039024|Item 0000039024|311|657.69
0000034810|Item 0000034810|186|186.15
0000011936|Item 0000011936|212|68.29
0000024495|Item 0000024495|503|91.69
0000007997|Item 0000007997|457|969.34
0000002620|Item 0000002620|394|963.51
0000024064|Item 0000024064|164|62.45
0000049878|Item 0000049878|662|753.58
0000048381|Item 0000048381|704|826.28
0000016098|Item 0000016098|472|280.78
0000015215|Item 0000015215|239|121.04
0000042175|Item 0000042175|199|749.40
0000011076|Item 0000011076|961|343.45
0000034555|Item 0000034555|283|729.31
0000045610|Item 0000045610|809|699.42
0000004320|Item 0000004320|304|494.09
0000023428|Item 0000023428|866|383.11
0000014390|Item 0000014390|26|8.68
0000000080|Item 0000000080|227|305.85
0000021405|Item 0000021405|35|763.79
0000018823|Item 0000018823|33|1.07
0000017119|Item 0000017119|687|595.70
0000001796|Item 0000001796|592|85.41
0000038125|Item 0000038125|597|188.76
0000015778|Item 0000015778|934|994.21
0000008923|Item 0000008923|857|77.00
0000011010|Item 0000011010|700|203.68
0000037344|Item 0000037344|673|984.97
0000034521|Item 0000034521|570|816.10
0000047224|Item 0000047224|489|929.63
0000021437|Item 0000021437|975|613.82
0000017508|Item 0000017508|754|278.71
0000011163|Item 0000011163|42|521.54
0000002819|Item 0000002819|74|161.59
0000044285|Item 0000044285|609|792.92
0000048166|Item 0000048166|988|203.45
0000019353|Item 0000019353|960|126.86
0000017792|Item 0000017792|355|527.66
0000001087|Item 0000001087|98|238.36
0000002067|Item 0000002067|441|423.48
0000046109|Item 0000046109|155|672.66
0000045205|Item 0000045205|966|363.70
0000024456|Item 0000024456|978|516.39
0000048047|Item 0000048047|94|766.98
0000046971|Item 0000046971|606|384.92
0000026302|Item 0000026302|783|702.47
0000013450|Item 0000013450|533|588.94
0000003147|Item 0000003147|888|605.52
